"","retailer_name","minor_involved","sale_to_minor","product_type","brand","flavor","inspection_date","decision_date","inspection_result","link","charges","address","newdate","year"
"109","E-B-B PITKIN EXPRESS INC DELI GRILL","Yes","Yes","Cigar(s)","N/A","Menthol","02/25/2022","04/07/2022","Warning Letter Issued",NA,"Charges not yet available","2484 PITKIN AVENUE, BROOKLYN, NY, 11208",2022-04-07,"2022"
"110","SERIE 23 MINI MARKET INC.","Yes","Yes","Cigar(s)","N/A","Menthol","02/25/2022","04/05/2022","Warning Letter Issued",NA,"Charges not yet available","642 ROCKAWAY AVENUE, BROOKLYN, NY, 11212",2022-04-05,"2022"
"111","ALA DELI","Yes","Yes","Cigar(s)","Black & Mild",NA,"02/25/2022","04/05/2022","Warning Letter Issued",NA,"Charges not yet available","1872 FULTON STREET, BROOKLYN, NY, 11233",2022-04-05,"2022"
"112","EXPRESS DELI INC.","Yes","Yes","Cigar(s)","Black & Mild",NA,"02/25/2022","04/05/2022","Warning Letter Issued",NA,"Charges not yet available","2481 PITKIN AVENUE, BROOKLYN, NY, 11208",2022-04-05,"2022"
"113","WASHINGTON GOURMET DELI","Yes","Yes","Cigarettes in a package","Newport","Menthol","02/25/2022","04/05/2022","Warning Letter Issued",NA,"Charges not yet available","773 WASHINGTON AVENUE, BROOKLYN, NY, 11238",2022-04-05,"2022"
"114","ASZ SMOKE SHOP","Yes","Yes","Cigar(s)","Phillies",NA,"02/19/2022","03/31/2022","Warning Letter Issued",NA,"Charges not yet available","6607 BAY PARKWAY, BROOKLYN, NY, 11204",2022-03-31,"2022"
"115","A AND Y FAMILY INC.","Yes","Yes","Cigar(s)","White Owl",NA,"02/20/2022","03/31/2022","Warning Letter Issued",NA,"Charges not yet available","1431 ROCK PARKWAY, BROOKLYN, NY, 11236",2022-03-31,"2022"
"116","MINI MART / SUNOCO","Yes","Yes","Cigarettes in a package","Newport","Menthol","02/19/2022","03/31/2022","Warning Letter Issued",NA,"Charges not yet available","1626 STILLWELL AVENUE, BROOKLYN, NY, 11223",2022-03-31,"2022"
"117","17 GOURMET DELI AND GRILL","Yes","Yes","Cigar(s)","Black & Mild",NA,"02/19/2022","03/29/2022","Warning Letter Issued",NA,"Charges not yet available","1702 86TH STREET, BROOKLYN, NY, 11214",2022-03-29,"2022"
"118","18TH AVE. DELI GROCERY","Yes","Yes","Cigar(s)","Black & Mild",NA,"02/19/2022","03/29/2022","Warning Letter Issued",NA,"Charges not yet available","8501 18TH AVENUE, BROOKLYN, NY, 11214",2022-03-29,"2022"
"119","KINGS 7 DELI AND GROCERY","Yes","Yes","Cigar(s)","Other",NA,"02/19/2022","03/29/2022","Warning Letter Issued",NA,"Charges not yet available","268 KINGS HIGHWAY, BROOKLYN, NY, 11223",2022-03-29,"2022"
"120","86TH ST GOURMET DELI & GROCERY","Yes","Yes","Cigar(s)","Phillies",NA,"02/20/2022","03/29/2022","Warning Letter Issued",NA,"Charges not yet available","8523 18TH AVENUE, BROOKLYN, NY, 11214",2022-03-29,"2022"
"121","BEER DELI AND LOTTO","Yes","Yes","Cigarettes in a package","Newport","Menthol","02/19/2022","03/29/2022","Warning Letter Issued",NA,"Charges not yet available","2321 65TH STREET, BROOKLYN, NY, 11204",2022-03-29,"2022"
"122","BP SHOP","Yes","Yes","E-cigarettes & Accessories","Logic","Tobacco","02/19/2022","03/29/2022","Warning Letter Issued",NA,"Charges not yet available","1781 BAY RIDGE PARKWAY, BROOKLYN, NY, 11204",2022-03-29,"2022"
"123","CANDY GROCERY AND SMOKE SHOP","Yes","Yes","Cigar(s)","Black & Mild",NA,"02/19/2022","03/29/2022","Warning Letter Issued",NA,"Charges not yet available","8520 20TH AVENUE, BROOKLYN, NY, 11214",2022-03-29,"2022"
"124","T & Y CONVENIENCE STORE INC.","Yes","Yes","Cigarettes in a package","Newport","Menthol","02/19/2022","03/29/2022","Warning Letter Issued",NA,"Charges not yet available","7812 13TH AVE, BROOKLYN, NY, 11228",2022-03-29,"2022"
"125","GOURMET DELI GRILL","Yes","Yes","Cigar(s)","Other",NA,"02/19/2022","03/29/2022","Warning Letter Issued",NA,"Charges not yet available","6318 18TH AVENUE, BROOKLYN, NY, 11204",2022-03-29,"2022"
"126","GOURMET DELI GRILL","Yes","Yes","Cigar(s)","Black & Mild",NA,"02/19/2022","03/29/2022","Warning Letter Issued",NA,"Charges not yet available","8508 BAY PARKWAY, BROOKLYN, NY, 11214",2022-03-29,"2022"
"127","KINGS DELI AND GROCERY","Yes","Yes","Cigar(s)","Black & Mild",NA,"02/20/2022","03/29/2022","Warning Letter Issued",NA,"Charges not yet available","2105 AVENUE Z, BROOKLYN, NY, 11235",2022-03-29,"2022"
"128","NEW UTRECHT GOURMET DELI AND GROCERY","Yes","Yes","Cigar(s)","Black & Mild",NA,"02/19/2022","03/29/2022","Warning Letter Issued",NA,"Charges not yet available","7818 NEW UTRECHT AVENUE, BROOKLYN, NY, 11214",2022-03-29,"2022"
"129","O DELI AND GRILL","Yes","Yes","Cigar(s)","Black & Mild",NA,"02/19/2022","03/29/2022","Warning Letter Issued",NA,"Charges not yet available","105 AVENUE O, BROOKLYN, NY, 11204",2022-03-29,"2022"
"130","85 CONVENIENCE","Yes","Yes","Cigar(s)","Other",NA,"01/14/2022","03/24/2022","Warning Letter Issued",NA,"Charges not yet available","85 WEST FORDWAY EDMOND ROAD, BRONX, NY, 10468",2022-03-24,"2022"
"131","NYC GREEN VALLEY DELI GROCERY","Yes","Yes","Cigar(s)","N/A","Menthol","01/13/2022","03/24/2022","Warning Letter Issued",NA,"Charges not yet available","74 EAST 116TH STREET, NEW YORK, NY, 10029",2022-03-24,"2022"
"132","241 GROCERY","Yes","Yes","Cigar(s)","Other",NA,"01/14/2022","03/22/2022","Warning Letter Issued",NA,"Charges not yet available","241 BEDFORD PARK BOULEVARD, BRONX, NY, 10458",2022-03-22,"2022"
"133","BJ NEWS STAND","Yes","Yes","Cigar(s)","Other",NA,"02/13/2022","03/22/2022","Warning Letter Issued",NA,"Charges not yet available","670 LEXINGTON AVENUE, NEW YORK, NY, 10022",2022-03-22,"2022"
"134","263 DELI CORP.","Yes","Yes","Cigar(s)","Other",NA,"01/14/2022","03/17/2022","Warning Letter Issued",NA,"Charges not yet available","263 WEST KINGSBRIDGE ROAD, BRONX, NY, 10463",2022-03-17,"2022"
"135","JAMHIYATU ANSAARUD DINNIASS DELI GROCERY","Yes","Yes","Cigar(s)","Other",NA,"01/15/2022","03/17/2022","Warning Letter Issued",NA,"Charges not yet available","4049 WHITE PLAINS ROAD, BRONX, NY, 10466",2022-03-17,"2022"
"136","CITGO","Yes","Yes","Cigar(s)","Game",NA,"02/11/2022","03/17/2022","Warning Letter Issued",NA,"Charges not yet available","65 BROOK ST, NEW ROCHELLE, NY, 10801",2022-03-17,"2022"
"137","STOP ONE GROCERY AND DELI","Yes","Yes","Cigar(s)","Other","Russian Cream","01/15/2022","03/17/2022","Warning Letter Issued",NA,"Charges not yet available","1101 ALLERTON AVENUE, BRONX, NY, 10469",2022-03-17,"2022"
"138","FAMILY DELI GROCERY","Yes","Yes","Cigar(s)","Other","Sweet Aromatic","01/11/2022","03/17/2022","Warning Letter Issued",NA,"Charges not yet available","541 EAST TREMONT AVENUE, BRONX, NY, 10457",2022-03-17,"2022"
"139","P&P DISCOUNT & VARIETY, INC.","Yes","Yes","Cigar(s)","Other",NA,"01/15/2022","03/17/2022","Warning Letter Issued",NA,"Charges not yet available","3201 WHITE PLAINS RD, BRONX, NY, 10467",2022-03-17,"2022"
"140","THE GREEN HOUSE SMOKE SHOP","Yes","Yes","Cigar(s)","Other","Honey Berry","02/11/2022","03/17/2022","Warning Letter Issued",NA,"Charges not yet available","134 NORTH AVENUE, NEW ROCHELLE, NY, 10801",2022-03-17,"2022"
"141","BRADDOCK DELI AND GROCERY CORP.","Yes","Yes","Cigar(s)","Other",NA,"02/08/2022","03/15/2022","Warning Letter Issued",NA,"Charges not yet available","22215 BRADDOCK AVENUE, QUEENS VILLAGE, NY, 11428",2022-03-15,"2022"
"142","BROADWAY SMOKE SHOP","Yes","Yes","E-cigarettes & Accessories","Other","Watermelon Ice","02/07/2022","03/15/2022","Warning Letter Issued",NA,"Charges not yet available","4801 BROADWAY, NEW YORK, NY, 10034",2022-03-15,"2022"
"143","BROADWAY FAMOUS DELI","Yes","Yes","Cigar(s)","Other","Dutch Masters Palma","02/07/2022","03/15/2022","Warning Letter Issued",NA,"Charges not yet available","4879 BROADWAY, NEW YORK, NY, 10034",2022-03-15,"2022"
"144","BROADWAY DELI AND GRILL","Yes","Yes","Cigar(s)","Other",NA,"02/07/2022","03/15/2022","Warning Letter Issued",NA,"Charges not yet available","4996 BROADWAY, NEW YORK, NY, 10034",2022-03-15,"2022"
"145","GUN HILL CLASSIC GOURMET DELI","Yes","Yes","Cigar(s)","Other","Honey Bourbon","01/15/2022","03/15/2022","Warning Letter Issued",NA,"Charges not yet available","1450 EAST GUN HILL ROAD, BRONX, NY, 10469",2022-03-15,"2022"
"146","627 GARDEN GOURMET DELI","Yes","Yes","Cigar(s)","Other",NA,"01/11/2022","03/10/2022","Warning Letter Issued",NA,"Charges not yet available","627 EAST TREMONT AVENUE, BRONX, NY, 10457",2022-03-10,"2022"
"147","BAINBRIDGE DELI AND GRILL","Yes","Yes","Cigar(s)","Other","Sweet Aromatic","02/05/2022","03/10/2022","Warning Letter Issued",NA,"Charges not yet available","3161 BAINBRIDGE AVENUE, BRONX, NY, 10467",2022-03-10,"2022"
"148","BAINBRIDGE MART CORP. / SMOKE SHOP AND MORE","Yes","Yes","Cigar(s)","Other","Honey Berry","02/05/2022","03/10/2022","Warning Letter Issued",NA,"Charges not yet available","3200 BAINBRIDGE AVENUE, BRONX, NY, 10467",2022-03-10,"2022"
"149","RAFAEL JR. FOOD CENTER CORP.","Yes","Yes","Cigar(s)","Other",NA,"02/05/2022","03/10/2022","Warning Letter Issued",NA,"Charges not yet available","2701 DECATUR AVENUE, SUITE 1, BRONX, NY, 10458",2022-03-10,"2022"
"150","DOMINGO COFFEE & GRILL CORP","Yes","Yes","Cigar(s)","Other","Sweet Aromatic","02/05/2022","03/10/2022","Warning Letter Issued",NA,"Charges not yet available","1769 DR. MARTIN L. KING JR. BOULEVARD, BRONX, NY, 10453",2022-03-10,"2022"
"151","TEAM DOMINICAN DELI GROCERY CORP.","Yes","Yes","Cigar(s)","Other","Honey","02/05/2022","03/10/2022","Warning Letter Issued",NA,"Charges not yet available","651 EAST 183RD STREET, SUITE 1, BRONX, NY, 10458",2022-03-10,"2022"
"152","MYG DELI-CORP.","Yes","Yes","Cigar(s)","Other",NA,"01/07/2022","03/10/2022","Warning Letter Issued",NA,"Charges not yet available","656 WESTCHESTER AVENUE, BRONX, NY, 10455",2022-03-10,"2022"
"153","STOP ONE DELI CORP.","Yes","Yes","Cigar(s)","Other",NA,"01/14/2022","03/10/2022","Warning Letter Issued",NA,"Charges not yet available","124 EAST 183RD STREET, BRONX, NY, 10453",2022-03-10,"2022"
"154","MOBIL MART","Yes","Yes","Cigar(s)","Other","Sweet Aromatic","02/05/2022","03/10/2022","Warning Letter Issued",NA,"Charges not yet available","1945 BARTOW AVENUE, BRONX, NY, 10469",2022-03-10,"2022"
"155","210 DELI CORP","Yes","Yes","Cigar(s)","Other",NA,"02/01/2022","03/08/2022","Warning Letter Issued",NA,"Charges not yet available","9056 210TH STREET, QUEENS VILLAGE, NY, 11428",2022-03-08,"2022"
"156","BX CAMPUS DELI","Yes","Yes","Cigar(s)","N/A","Menthol","01/14/2022","03/08/2022","Warning Letter Issued",NA,"Charges not yet available","88 WEST 181ST STREET, BRONX, NY, 10453",2022-03-08,"2022"
"157","HEMPSTEAD SOUTH DELI CORP.","Yes","Yes","Cigar(s)","Other",NA,"02/01/2022","03/08/2022","Warning Letter Issued",NA,"Charges not yet available","218-60 HEMPSTEAD AVENUE, QUEENS VILLAGE, NY, 11429",2022-03-08,"2022"
"158","VILLAGE DELI GROCERY","Yes","Yes","Cigar(s)","Other",NA,"02/01/2022","03/08/2022","Warning Letter Issued",NA,"Charges not yet available","21202 HILLSIDE AVENUE, QUEENS VILLAGE, NY, 11427",2022-03-08,"2022"
"159","HILLSIDE DELI AND GROCERY","Yes","Yes","Cigar(s)","Other",NA,"02/01/2022","03/08/2022","Warning Letter Issued",NA,"Charges not yet available","20624 HILLSIDE AVENUE, QUEENS VILLAGE, NY, 11427",2022-03-08,"2022"
"160","GREEN N GROCERY INC.","Yes","Yes","Cigar(s)","Other","Honey Berry","02/05/2022","03/08/2022","Warning Letter Issued",NA,"Charges not yet available","858 FREEMAN ST, BRONX, NY, 10459",2022-03-08,"2022"
"161","HOT TIMES GROCERIES","Yes","Yes","Cigar(s)","Other",NA,"01/14/2022","03/08/2022","Warning Letter Issued",NA,"Charges not yet available","4 W 183RD ST, BRONX, NY, 10453",2022-03-08,"2022"
"162","141 GROCERY AND DELI CORP","Yes","Yes","Cigar(s)","Other",NA,"01/07/2022","03/03/2022","Warning Letter Issued",NA,"Charges not yet available","2628 3RD AVENUE, BRONX, NY, 10454",2022-03-03,"2022"
"163","7-ELEVEN 3492","Yes","Yes","Cigar(s)","Other","Honey Berry","01/26/2022","03/01/2022","Warning Letter Issued",NA,"Charges not yet available","1599 HILLSIDE AVENUE, NEW HYDE PARK, NY, 11040",2022-03-01,"2022"
"164","NEW YORK'S BEST DELI GROCERY","Yes","Yes","Cigar(s)","Other","Sweet Aromatic","01/22/2022","03/01/2022","Warning Letter Issued",NA,"Charges not yet available","14701 GUY R BREWER BOULEVARD, JAMAICA, NY, 11434",2022-03-01,"2022"
"165","ROCKAWAY BLVD GROCERY","Yes","Yes","Cigar(s)","Other","Sweet Aromatic","01/22/2022","03/01/2022","Warning Letter Issued",NA,"Charges not yet available","15802 ROCKAWAY BOULEVARD, JAMAICA, NY, 11434",2022-03-01,"2022"
"166","GRAND EXPRESS DELI GROCERY","Yes","Yes","Cigar(s)","Other","Honey Bourbon","01/14/2022","03/01/2022","Warning Letter Issued",NA,"Charges not yet available","49 WEST 181ST STREET, BRONX, NY, 10453",2022-03-01,"2022"
"167","VINNS MINI MARKET","Yes","Yes","Cigar(s)","Other","Sweet Aromatic","01/22/2022","03/01/2022","Warning Letter Issued",NA,"Charges not yet available","14577 FARMERS BOULEVARD, JAMAICA, NY, 11434",2022-03-01,"2022"
"168","SHELL / MELA MARKET","Yes","Yes","Cigar(s)","Other","Honey Berry","01/26/2022","03/01/2022","Warning Letter Issued",NA,"Charges not yet available","650 HILLSIDE AVENUE, NEW HYDE PARK, NY, 11040",2022-03-01,"2022"
"169","B AND R CANDY AND GROCERY CORP","Yes","Yes","Cigar(s)","Other",NA,"01/15/2022","02/22/2022","Warning Letter Issued",NA,"Charges not yet available","4700 WHITE PLAINS ROAD, BRONX, NY, 10470",2022-02-22,"2022"
"170","ST. JOHN MARKET INC.","Yes","Yes","Cigar(s)","Other","Sweet Aromatic","01/07/2022","02/22/2022","Warning Letter Issued",NA,"Charges not yet available","639 SOUTHERN BOULEVARD, BRONX, NY, 10455",2022-02-22,"2022"
"171","TWENTY TWENTY","Yes","Yes","E-cigarettes & Accessories","Other","Guava Ice","01/14/2022","02/22/2022","Warning Letter Issued",NA,"Charges not yet available","2199 GRAND CONCOURSE, BRONX, NY, 10453",2022-02-22,"2022"
"172","1622 AMSTERDAM GROCERY","Yes","Yes","Cigar(s)","Other","Sweet Aromatic","01/13/2022","02/17/2022","Warning Letter Issued",NA,"Charges not yet available","1622 AMSTERDAM AVE, NEW YORK, NY, 10031",2022-02-17,"2022"
"173","MANHATTANVILLE GOURMET DELI 2 INC.","Yes","Yes","Cigar(s)","Other",NA,"01/13/2022","02/17/2022","Warning Letter Issued",NA,"Charges not yet available","1477 AMSTERDAM AVENUE, NEW YORK, NY, 10027",2022-02-17,"2022"
"174","2193 DELI GROCERY MARKET","Yes","Yes","Cigar(s)","Other",NA,"01/14/2022","02/17/2022","Warning Letter Issued",NA,"Charges not yet available","2193 GRAND CONCOURSE, BRONX, NY, 10453",2022-02-17,"2022"
"175","97 TOBACCO SHOP","Yes","Yes","Cigar(s)","Other",NA,"01/13/2022","02/17/2022","Warning Letter Issued",NA,"Charges not yet available","2578 BROADWAY, NEW YORK, NY, 10025",2022-02-17,"2022"
"176","NEW AMSTERDAM GOURMET DELI","Yes","Yes","Cigar(s)","Other","Sweet Aromatic","01/13/2022","02/17/2022","Warning Letter Issued",NA,"Charges not yet available","1681 AMSTERDAM AVENUE, NEW YORK, NY, 10031",2022-02-17,"2022"
"177","EXPRESS CONVENIENCE STORE","Yes","Yes","Cigar(s)","Other","Russian Cream","01/13/2022","02/17/2022","Warning Letter Issued",NA,"Charges not yet available","527 MALCOLM X BOULEVARD, NEW YORK, NY, 10037",2022-02-17,"2022"
"178","SUHAIL DELI GROCERY","Yes","Yes","Cigar(s)","Other","Sweet Aromatic","01/13/2022","02/17/2022","Warning Letter Issued",NA,"Charges not yet available","1536 AMSTERDAM AVENUE, NEW YORK, NY, 10031",2022-02-17,"2022"
"179","SMART GOURMET DELI","Yes","Yes","Cigar(s)","Other","Sweet Aromatic","01/13/2022","02/17/2022","Warning Letter Issued",NA,"Charges not yet available","1514 AMSTERDAM AVENUE, NEW YORK, NY, 10031",2022-02-17,"2022"
"180","FOOD MART","Yes","Yes","Cigar(s)","Other","Honey Bourbon","01/14/2022","02/17/2022","Warning Letter Issued",NA,"Charges not yet available","237 WEST 238TH STREET, BRONX, NY, 10463",2022-02-17,"2022"
"181","UPTOWN GOURMET","Yes","Yes","Cigar(s)","Other",NA,"01/13/2022","02/17/2022","Warning Letter Issued",NA,"Charges not yet available","304 MALCOLM X BOULEVARD, NEW YORK, NY, 10027",2022-02-17,"2022"
"182","MULTI SYSTEM 99 CENT STORE","Yes","Yes","Cigar(s)","N/A","Menthol","01/13/2022","02/15/2022","Warning Letter Issued",NA,"Charges not yet available","1850 3RD AVENUE, NEW YORK, NY, 10029",2022-02-15,"2022"
"183","ALBARAKA ENTERPRISE INC","Yes","Yes","Cigar(s)","Other",NA,"01/11/2022","02/15/2022","Warning Letter Issued",NA,"Charges not yet available","1011A OGDEN AVENUE, SUITE A, BRONX, NY, 10452",2022-02-15,"2022"
"184","BIG SAL DELI GROCERY","Yes","Yes","Cigar(s)","Other","Honey Berry","01/11/2022","02/15/2022","Warning Letter Issued",NA,"Charges not yet available","1361 OGDEN AVENUE, BRONX, NY, 10452",2022-02-15,"2022"
"185","BMJ FRESH GOURMET DELI","Yes","Yes","Cigar(s)","Other",NA,"01/11/2022","02/15/2022","Warning Letter Issued",NA,"Charges not yet available","15 WESTCHESTER SQUARE, BRONX, NY, 10461",2022-02-15,"2022"
"186","SAM CANDY AND CONVENIENCE","Yes","Yes","Cigar(s)","Other","Honey Bourbon","01/11/2022","02/15/2022","Warning Letter Issued",NA,"Charges not yet available","180 EAST 174TH STREET, BRONX, NY, 10457",2022-02-15,"2022"
"187","CI GOURMET DELI GROCERY","Yes","Yes","Cigar(s)","N/A","Menthol","12/29/2021","02/15/2022","Warning Letter Issued",NA,"Charges not yet available","3602 NEPTUNE AVENUE, BROOKLYN, NY, 11224",2022-02-15,"2022"
"188","A G R DELI GROCERY CORP.","Yes","Yes","Cigar(s)","Other","Dark Stout","01/11/2022","02/15/2022","Warning Letter Issued",NA,"Charges not yet available","1662 BOSTON ROAD, BRONX, NY, 10460",2022-02-15,"2022"
"189","OGDEN GROCERY CORP.","Yes","Yes","Cigar(s)","Other","Honey Berry","01/11/2022","02/15/2022","Warning Letter Issued",NA,"Charges not yet available","1053 OGDEN AVENUE, BRONX, NY, 10452",2022-02-15,"2022"
"190","GREEN STAR DELI GROCERY AND FOOD","Yes","Yes","Cigar(s)","Other","Sweet Aromatic","01/11/2022","02/15/2022","Warning Letter Issued",NA,"Charges not yet available","1639 WESTCHESTER AVENUE, BRONX, NY, 10472",2022-02-15,"2022"
"191","NEW DYRE DELI GROCERY","Yes","Yes","Cigar(s)","Other",NA,"01/15/2022","02/15/2022","Warning Letter Issued",NA,"Charges not yet available","3805 DYRE AVENUE, BRONX, NY, 10466",2022-02-15,"2022"
"192","NEW BM DELI GROCERY","Yes","Yes","Cigar(s)","Other",NA,"01/07/2022","02/08/2022","Warning Letter Issued",NA,"Charges not yet available","978 LONGWOOD AVENUE, BRONX, NY, 10459",2022-02-08,"2022"
"193","DAY AND NIGHT DELI AND GROCERY","Yes","Yes","Cigar(s)","Other",NA,"01/07/2022","02/08/2022","Warning Letter Issued",NA,"Charges not yet available","1017 LEGGETT AVENUE, BRONX, NY, 10455",2022-02-08,"2022"
"194","FRIENDS DELI AND GRILL","Yes","Yes","Cigar(s)","Other",NA,"01/07/2022","02/08/2022","Warning Letter Issued",NA,"Charges not yet available","585 SOUTHERN BOULEVARD, BRONX, NY, 10455",2022-02-08,"2022"
"195","U SMOKE SHOP","Yes","Yes","E-cigarettes & Accessories","Other","Pina Colada","12/28/2021","02/08/2022","Warning Letter Issued",NA,"Charges not yet available","137 AVENUE U, BROOKLYN, NY, 11223",2022-02-08,"2022"
"196","ISLAND MINI MART 1 CORP.","Yes","Yes","Cigar(s)","Other",NA,"12/29/2021","02/03/2022","Warning Letter Issued",NA,"Charges not yet available","3222 MERMAID AVENUE, BROOKLYN, NY, 11224",2022-02-03,"2022"
"197","AVENUE U GOURMET DELI AND GRILL","Yes","Yes","Cigar(s)","Other",NA,"12/28/2021","02/03/2022","Warning Letter Issued",NA,"Charges not yet available","156 AVENUE U, BROOKLYN, NY, 11223",2022-02-03,"2022"
"198","AZZ SMOKE SHOP AND CIGAR CORP","Yes","Yes","Cigar(s)","Other",NA,"12/28/2021","02/03/2022","Warning Letter Issued",NA,"Charges not yet available","1701 AVENUE Z, BROOKLYN, NY, 11235",2022-02-03,"2022"
"199","BAYNOON DELI GROCERY","Yes","Yes","Cigar(s)","Other",NA,"12/29/2021","02/03/2022","Warning Letter Issued",NA,"Charges not yet available","3204 MERMAID AVENUE, BROOKLYN, NY, 11224",2022-02-03,"2022"
"200","BEER LOTTO CIGAR","Yes","Yes","Cigar(s)","Other",NA,"12/29/2021","02/03/2022","Warning Letter Issued",NA,"Charges not yet available","291 AVENUE X, BROOKLYN, NY, 11223",2022-02-03,"2022"
"201","KNAPP CBD AND SMOKE SHOP","Yes","Yes","E-cigarettes & Accessories","Other","Peach Soda","12/28/2021","02/03/2022","Warning Letter Issued",NA,"Charges not yet available","2801 KNAPP STREET, BROOKLYN, NY, 11235",2022-02-03,"2022"
"202","PONCHOS GOURMET DELI GROCERY.","Yes","Yes","Cigar(s)","Other","Russian Cream","12/28/2021","02/03/2022","Warning Letter Issued",NA,"Charges not yet available","1424 SHEEPSHEAD BAY ROAD, BROOKLYN, NY, 11235",2022-02-03,"2022"
"203","UNITED EXPRESS DELI AND GRILL","Yes","Yes","Cigar(s)","Other",NA,"12/29/2021","02/03/2022","Warning Letter Issued",NA,"Charges not yet available","237 AVENUE X, BROOKLYN, NY, 11223",2022-02-03,"2022"
"204","QUICK DELI AND GRILL","Yes","Yes","Cigar(s)","Other",NA,"12/28/2021","02/03/2022","Warning Letter Issued",NA,"Charges not yet available","246 AVENUE U, BROOKLYN, NY, 11223",2022-02-03,"2022"
