Compliance Check Inspections of Tobacco Product Retailers Through 6/30/22 - Search Results

You searched for:
State is NY
Decision Date: 01/01/2000 through 07/01/2022 
Minor Involved: Yes
Sale to Minor: Yes

Retailer Name,Street Address,City,State,Zip,Minor Involved,Sale to Minor,Product Type,Brand,Flavor,Inspection Date,Decision Date,Inspection Result,Link,Charges
"FARM FRESH MARKET","2724 BAILEY AVENUE","BUFFALO","NY",14215,Yes,Yes,Cigar(s),Game,Grape,03/26/2022,05/10/2022,Warning Letter Issued,,Charges not yet available
"FOOD PLUS MARKET","87 CLEVELAND DRIVE","BUFFALO","NY",14215,Yes,Yes,Cigar(s),Game,,03/26/2022,05/10/2022,Warning Letter Issued,,Charges not yet available
"SUPER MARIO'S","2304 PINE AVENUE","NIAGARA FALLS","NY",14301,Yes,Yes,Cigar(s),Game,Grape,03/27/2022,05/10/2022,Warning Letter Issued,,Charges not yet available
"107 DELI GRILL","10705 JAMAICA AVENUE","RICHMOND HILL","NY",11418,Yes,Yes,Cigarettes in a package,Newport,Menthol,03/25/2022,05/05/2022,Warning Letter Issued,,Charges not yet available
"HOME AND ALL GOODS","384 BEDFORD PARK BOULEVARD","BRONX","NY",10458,Yes,Yes,Cigar(s),Other,,01/14/2022,05/05/2022,Warning Letter Issued,,Charges not yet available
"B AND M SPANISH AMERICAN AND WEST INDIAN GROCERY","12709 101ST AVENUE","SOUTH RICHMOND HILL","NY",11419,Yes,Yes,Cigar(s),Black & Mild,,03/25/2022,05/05/2022,Warning Letter Issued,,Charges not yet available
"ST. PETERS FOOD CENTER CORP.","1484 SAINT PETERS AVENUE","BRONX","NY",10461,Yes,Yes,Cigar(s),Other,,03/25/2022,05/05/2022,Warning Letter Issued,,Charges not yet available
"CORNER MARKET","3030 SWEET HOME ROAD","AMHERST","NY",14228,Yes,Yes,Cigar(s),Swisher,Peach,03/25/2022,05/05/2022,Warning Letter Issued,,Charges not yet available
"TERRAPIN STATION","1172 HERTEL AVENUE","BUFFALO","NY",14216,Yes,Yes,Cigarettes in a package,Newport,Menthol,03/25/2022,05/05/2022,Warning Letter Issued,,Charges not yet available
"LA REINA DE WESTCHESTER DELI GROCERY","1218 WESTCHESTER AVENUE","BRONX","NY",10459,Yes,Yes,Cigar(s),Black & Mild,,03/23/2022,05/03/2022,Warning Letter Issued,,Charges not yet available
"J MADRID DELI","10401 FRANCIS LEWIS BOULEVARD","QUEENS VILLAGE","NY",11429,Yes,Yes,Cigar(s),Other,,03/21/2022,05/03/2022,Warning Letter Issued,,Charges not yet available
"GOOD GUYS DELI","20722 HOLLIS AVENUE","QUEENS VILLAGE","NY",11429,Yes,Yes,Cigar(s),Black & Mild,,03/21/2022,05/03/2022,Warning Letter Issued,,Charges not yet available
"QUALITY HOTEL AND SUITES GIFT SHOP","240 1ST STREET","NIAGARA FALLS","NY",14303,Yes,Yes,Cigarettes in a package,Marlboro,,03/20/2022,05/03/2022,Warning Letter Issued,,Charges not yet available
"NEW PRINCE GROCERY AND CANDY STORE CORP.","131 WEST KINGSBRIDGE ROAD","BRONX","NY",10468,Yes,Yes,Cigar(s),Other,Tobacco,See Complaint,04/29/2022,Civil Money Penalty,=HYPERLINK("https://www.regulations.gov/docket?D=FDA-2022-H-0702"),See Complaint
"PIZZA TOWN 1","859 NIAGARA STREET","BUFFALO","NY",14213,Yes,Yes,Cigar(s),Game,,03/17/2022,04/28/2022,Warning Letter Issued,,Charges not yet available
"INTERSTATE 190 EXPRESS DELI","325 NIAGARA STREET","BUFFALO","NY",14201,Yes,Yes,Cigar(s),Game,Blue,03/17/2022,04/28/2022,Warning Letter Issued,,Charges not yet available
"520 EAST GROCERY","520 BROOK AVENUE","BRONX","NY",10455,Yes,Yes,Cigar(s),Phillies,,03/18/2022,04/28/2022,Warning Letter Issued,,Charges not yet available
"7-ELEVEN / EXXON","959 NIAGARA ST","BUFFALO","NY",14213,Yes,Yes,ENDS / E-liquid,JUUL,Tobacco,03/17/2022,04/28/2022,Warning Letter Issued,,Charges not yet available
"FAT BOY MARKET DELI","3200 WHITE PLAINS ROAD","BRONX","NY",10467,Yes,Yes,Cigar(s),Black & Mild,,03/17/2022,04/28/2022,Warning Letter Issued,,Charges not yet available
"BRADY DELI GROCERY","2068 WALLACE AVENUE","BRONX","NY",10462,Yes,Yes,Cigar(s),Black & Mild,,03/17/2022,04/28/2022,Warning Letter Issued,,Charges not yet available
"MOE'S CITY CANDY GROCERY","544 FARGO AVE","BUFFALO","NY",14213,Yes,Yes,Cigar(s),Game,Grape,03/17/2022,04/28/2022,Warning Letter Issued,,Charges not yet available
"CHANNEL'S DELI GROCERY","910 PROSPECT AVENUE A","BRONX","NY",10459,Yes,Yes,Cigar(s),Black & Mild,,03/18/2022,04/28/2022,Warning Letter Issued,,Charges not yet available
"THE CORNER STORE","5218 UPPER MOUNTAIN ROAD","LOCKPORT","NY",14094,Yes,Yes,Cigar(s),Swisher,,03/18/2022,04/28/2022,Warning Letter Issued,,Charges not yet available
"KINGS OF DA WEST","461 NIAGARA STREET","BUFFALO","NY",14201,Yes,Yes,Cigar(s),Game,Grape,03/17/2022,04/28/2022,Warning Letter Issued,,Charges not yet available
"DELI AND GROCERY","729 WESTCHESTER AVENUE","BRONX","NY",10455,Yes,Yes,Cigar(s),Black & Mild,,03/18/2022,04/28/2022,Warning Letter Issued,,Charges not yet available
"EMPIRE STATE DELI AND GROCERY","804 BURKE AVENUE","BRONX","NY",10467,Yes,Yes,Cigar(s),Black & Mild,,03/17/2022,04/28/2022,Warning Letter Issued,,Charges not yet available
"HUDSON EXPRESS","221 HUDSON STREET","BUFFALO","NY",14201,Yes,Yes,Cigar(s),Black & Mild,,03/17/2022,04/28/2022,Warning Letter Issued,,Charges not yet available
"MAIN FOOD MART","1130 MAIN STREET","BUFFALO","NY",14209,Yes,Yes,Cigar(s),Game,Blue,03/17/2022,04/28/2022,Warning Letter Issued,,Charges not yet available
"HEADSPACE SMOKE SHOP","67 ELMWOOD AVENUE","BUFFALO","NY",14201,Yes,Yes,ENDS / E-liquid,JUUL,Tobacco,03/17/2022,04/28/2022,Warning Letter Issued,,Charges not yet available
"OLEAR'S","7726 CHESTNUT RIDGE RD","LOCKPORT","NY",14094,Yes,Yes,Cigarettes in a package,Newport,Menthol,03/18/2022,04/28/2022,Warning Letter Issued,,Charges not yet available
"FAMILY DOLLAR 1965","300 SOUTH TRANSIT STREET","LOCKPORT","NY",14094,Yes,Yes,Cigarettes in a package,Newport,Menthol,03/15/2022,04/26/2022,Warning Letter Issued,,Charges not yet available
"224 RAMI DELI","224 WILLIS AVENUE","BRONX","NY",10454,Yes,Yes,Cigar(s),Other,Tobacco,See Complaint,04/26/2022,Civil Money Penalty,=HYPERLINK("https://www.regulations.gov/docket?D=FDA-2022-H-0664"),See Complaint
"FAMILY DOLLAR 4950","1185 GENESEE STREET","BUFFALO","NY",14211,Yes,Yes,Cigar(s),Swisher,,03/15/2022,04/26/2022,Warning Letter Issued,,Charges not yet available
"DOLLAR GENERAL 8183","5921 SOUTH TRANSIT ROAD","LOCKPORT","NY",14094,Yes,Yes,Cigarettes in a package,Newport,Menthol,03/15/2022,04/26/2022,Warning Letter Issued,,Charges not yet available
"BEST SMOKE SHOP","585 EAST 168TH STREET","BRONX","NY",10456,Yes,Yes,ENDS / E-liquid,Other,Lush Ice,See Complaint,04/26/2022,Civil Money Penalty,=HYPERLINK("https://www.regulations.gov/docket?D=FDA-2022-H-0650"),See Complaint
"COASTAL / BROADWAY A PLUS","350 BROADWAY STREET","BUFFALO","NY",14204,Yes,Yes,Cigar(s),Game,Grape,03/15/2022,04/26/2022,Warning Letter Issued,,Charges not yet available
"BROADWAY LUCKY MART","825 BROADWAY STREET","BUFFALO","NY",14212,Yes,Yes,Cigar(s),Game,,03/15/2022,04/26/2022,Warning Letter Issued,,Charges not yet available
"CHARLIE'S FOOD MARKET","927 BROADWAY STREET","BUFFALO","NY",14212,Yes,Yes,Cigar(s),Swisher,,03/15/2022,04/26/2022,Warning Letter Issued,,Charges not yet available
"GULF / OASIS CONVENIENCE","2437 HARLEM ROAD","BUFFALO","NY",14225,Yes,Yes,Cigarettes in a package,Newport,Menthol,03/15/2022,04/26/2022,Warning Letter Issued,,Charges not yet available
"WALDEN CONVENIENT MART","599 WALDEN AVENUE","BUFFALO","NY",14211,Yes,Yes,Cigar(s),Game,Grape,03/15/2022,04/26/2022,Warning Letter Issued,,Charges not yet available
"SAMMY M DELI AND GROGERY CORP.","2150 MOTT AVENUE","FAR ROCKAWAY","NY",11691,Yes,Yes,Single cigarette,N/A,,03/02/2022,04/26/2022,Warning Letter Issued,,Charges not yet available
"IBB DELI GROCERY","1711 BOONE AVENUE","BRONX","NY",10460,Yes,Yes,Cigar(s),Other,Tobacco,See Complaint,04/26/2022,Civil Money Penalty,=HYPERLINK("https://www.regulations.gov/docket?D=FDA-2022-H-0666"),See Complaint
"MASTER MARKET DELI AND GRILL","129 LOUISIANA STREET","BUFFALO","NY",14204,Yes,Yes,ENDS / E-liquid,JUUL,Virginia Tobacco,03/15/2022,04/26/2022,Warning Letter Issued,,Charges not yet available
"SAM'S EXPRESS MART / SUNOCO","880 FILLMORE AVENUE","BUFFALO","NY",14212,Yes,Yes,Cigar(s),Swisher,Grape,03/15/2022,04/26/2022,Warning Letter Issued,,Charges not yet available
"SUPER MARKET EXPRESS","143 WALDEN AVENUE","BUFFALO","NY",14211,Yes,Yes,Cigar(s),Game,Pineapple,03/15/2022,04/26/2022,Warning Letter Issued,,Charges not yet available
"GOLD STAR GAS MART","1126 GENESEE STREET","BUFFALO","NY",14211,Yes,Yes,Cigar(s),Game,Black Cherry,03/15/2022,04/26/2022,Warning Letter Issued,,Charges not yet available
"ULTRA MINI MART","351 SCRANTON AVENUE","LYNBROOK","NY",11563,Yes,Yes,ENDS / E-liquid,JUUL,Virginia Tobacco,03/16/2022,04/26/2022,Warning Letter Issued,,Charges not yet available
"165 WOODYCREST GROCERY","82 WEST 165TH STREET","BRONX","NY",10452,Yes,Yes,Cigar(s),Other,Dark Stout,See Complaint,04/25/2022,Civil Money Penalty,=HYPERLINK("https://www.regulations.gov/docket?D=FDA-2022-H-0645"),See Complaint
"188 VALENTINE DELI","221 EAST 188TH STREET","BRONX","NY",10458,Yes,Yes,Cigar(s),Black & Mild,,03/14/2022,04/21/2022,Warning Letter Issued,,Charges not yet available
"314 SUPER DELI","314 EAST KINGSBRIGE ROAD","BRONX","NY",10458,Yes,Yes,Cigar(s),Black & Mild,,03/14/2022,04/21/2022,Warning Letter Issued,,Charges not yet available
"EAST AVENUE SNACK CITY EXPRESS","1444 EAST AVENUE","BRONX","NY",10462,Yes,Yes,Cigar(s),Black & Mild,,03/13/2022,04/21/2022,Warning Letter Issued,,Charges not yet available
"WESTMERE BEVERAGE CENTER","1756 WESTERN AVENUE","ALBANY","NY",12203,Yes,Yes,Cigarettes in a package,Newport,Menthol,03/13/2022,04/21/2022,Warning Letter Issued,,Charges not yet available
"WILLOW RIDGE CONVENIENT","15 WILLOW RIDGE DRIVE","BUFFALO","NY",14228,Yes,Yes,Cigar(s),Game,,03/15/2022,04/21/2022,Warning Letter Issued,,Charges not yet available
"MA'S COUNTRY STORE","4449 WESTERN TURNPIKE","ALTAMONT","NY",12009,Yes,Yes,ENDS / E-liquid,Other,Tobacco,03/13/2022,04/21/2022,Warning Letter Issued,,Charges not yet available
"HABIBI DELI GROCERY","576 EAST 187TH STREET","BRONX","NY",10458,Yes,Yes,Cigar(s),Black & Mild,,03/14/2022,04/21/2022,Warning Letter Issued,,Charges not yet available
"SUNOCO / FOOD MART","1221 WESTERN AVENUE","ALBANY","NY",12203,Yes,Yes,Cigar(s),Game,Mango,03/13/2022,04/21/2022,Warning Letter Issued,,Charges not yet available
"SUNOCO / MOBIL MART","1181 WESTERN AVENUE","ALBANY","NY",12203,Yes,Yes,Cigar(s),Game,Wild Berry,03/13/2022,04/21/2022,Warning Letter Issued,,Charges not yet available
"SUNOCO","1979 WESTERN AVENUE","ALBANY","NY",12203,Yes,Yes,Smokeless tobacco,Copenhagen,Wintergreen,03/13/2022,04/21/2022,Warning Letter Issued,,Charges not yet available
"PERLA MARINA DELI GROCERY CORP.","766 EAST 152ND STREET","BRONX","NY",10455,Yes,Yes,Cigar(s),Other,Tobacco,See Complaint,04/20/2022,Civil Money Penalty,=HYPERLINK("https://www.regulations.gov/docket?D=FDA-2022-H-0616"),See Complaint
"146 DELI CORP.","461 WILLIS AVENUE","BRONX","NY",10455,Yes,Yes,Cigar(s),Black & Mild,,03/09/2022,04/19/2022,Warning Letter Issued,,Charges not yet available
"CANDY AND TOBACCO BEAUTY SUPPLY","216-17 LINDEN BOULEVARD","CAMBRIA HEIGHTS","NY",11411,Yes,Yes,Cigar(s),Black & Mild,,03/10/2022,04/19/2022,Warning Letter Issued,,Charges not yet available
"TWO BUDZ SMOKE SHOP","12178 ROUTE 16","YORKSHIRE","NY",14173,Yes,Yes,ENDS / E-liquid,Other,Tobacco,03/12/2022,04/19/2022,Warning Letter Issued,,Charges not yet available
"D AND J GROCERY DELI CORP","23105 LINDEN BOULEVARD","CAMBRIA HEIGHTS","NY",11411,Yes,Yes,Cigar(s),Black & Mild,,03/10/2022,04/19/2022,Warning Letter Issued,,Charges not yet available
"EXPRESS DELI","424 EAST 149TH STREET","BRONX","NY",10455,Yes,Yes,Single cigarette,N/A,Menthol,03/09/2022,04/19/2022,Warning Letter Issued,,Charges not yet available
"VALERO / TIGER EXPRESS","2220 NIAGARA FALLS BOULEVARD","TONAWANDA","NY",14150,Yes,Yes,Cigarettes in a package,Marlboro,,03/12/2022,04/19/2022,Warning Letter Issued,,Charges not yet available
"SUNOCO / A PLUS","2977 NIAGARA FALLS BOULEVARD","BUFFALO","NY",14228,Yes,Yes,Cigar(s),Game,Grape,03/12/2022,04/19/2022,Warning Letter Issued,,Charges not yet available
"166STREET DELI CORP","156 WEST 166TH STREET","BRONX","NY",10452,Yes,Yes,Cigar(s),Black & Mild,,03/09/2022,04/14/2022,Warning Letter Issued,,Charges not yet available
"DYLAN SUPER BODEGUITA DELI GROCERY CORP.","1152 OGDEN AVENUE","BRONX","NY",10452,Yes,Yes,Cigar(s),Phillies,,03/09/2022,04/14/2022,Warning Letter Issued,,Charges not yet available
"CIGAR ZONE","573 GRAND CONCOURSE","BRONX","NY",10451,Yes,Yes,Cigar(s),Black & Mild,,03/09/2022,04/14/2022,Warning Letter Issued,,Charges not yet available
"JIB FOOD CORP.","12609 MERRICK BOULEVARD","JAMAICA","NY",11434,Yes,Yes,Cigar(s),Black & Mild,,03/07/2022,04/14/2022,Warning Letter Issued,,Charges not yet available
"MERRICK DELI AND GROCERY","11902 MERRICK BOULEVARD","JAMAICA","NY",11434,Yes,Yes,Cigar(s),Black & Mild,,03/07/2022,04/14/2022,Warning Letter Issued,,Charges not yet available
"RABEE DELI AND GROCERY","114-58 MERRICK BOULEVARD","JAMACIA","NY",11434,Yes,Yes,Cigar(s),Black & Mild,,03/07/2022,04/14/2022,Warning Letter Issued,,Charges not yet available
"ONE SEVEN TWO MINI MARKET","17201 BAISLEY BOULEVARD","JAMAICA","NY",11434,Yes,Yes,Cigar(s),Black & Mild,,03/07/2022,04/14/2022,Warning Letter Issued,,Charges not yet available
"111 DELI AND GRILL","11052 SUTPHIN BOULEVARD","JAMAICA","NY",11435,Yes,Yes,Cigar(s),Black & Mild,,03/05/2022,04/12/2022,Warning Letter Issued,,Charges not yet available
"ROUND THE CLOCK DELI / 24 HR MINI MART","111-01 LEFFERTS BOULEVARD","SOUTH OZONE PARK","NY",11420,Yes,Yes,Cigar(s),Black & Mild,,03/03/2022,04/12/2022,Warning Letter Issued,,Charges not yet available
"ATLANTIS FRESH MARKET","4201 WEBSTER AVENUE","BRONX","NY",10470,Yes,Yes,Cigarettes in a package,Newport,Menthol,03/04/2022,04/12/2022,Warning Letter Issued,,Charges not yet available
"BP","329 MERRICK AVENUE","MERRICK","NY",11566,Yes,Yes,ENDS / E-liquid,JUUL,Tobacco,03/04/2022,04/12/2022,Warning Letter Issued,,Charges not yet available
"BP / TO GO","1442 WANTAGH AVENUE","WANTAGH","NY",11793,Yes,Yes,Cigar(s),Black & Mild,,03/04/2022,04/12/2022,Warning Letter Issued,,Charges not yet available
"Y H CAMPUS GOURMET DELI","386 EAST 161ST STREET","BRONX","NY",10451,Yes,Yes,Cigar(s),Black & Mild,,03/05/2022,04/12/2022,Warning Letter Issued,,Charges not yet available
"THE HEIGHTS CONVENIENCE STORE","380 AUDUBON AVE","NEW YORK","NY",10033,Yes,Yes,Cigar(s),Black & Mild,,03/05/2022,04/12/2022,Warning Letter Issued,,Charges not yet available
"ROBEYA CORP.","718 MCLEAN AVENUE","YONKERS","NY",10704,Yes,Yes,Cigar(s),Black & Mild,,03/04/2022,04/12/2022,Warning Letter Issued,,Charges not yet available
"VASQUEZ FOOD CORP","115-05 SUTPHIN BOULEVARD","JAMAICA","NY",11434,Yes,Yes,Cigar(s),Black & Mild,,03/05/2022,04/12/2022,Warning Letter Issued,,Charges not yet available
"GREENLAND DELI AND GROCERY CORP","4313 KATONAH AVENUE","BRONX","NY",10470,Yes,Yes,Cigar(s),Phillies,,03/04/2022,04/12/2022,Warning Letter Issued,,Charges not yet available
"FLATLANDS DELI","911 EAST 107TH STREET","BROOKLYN","NY",11236,Yes,Yes,Cigar(s),Phillies,,02/20/2022,04/12/2022,Warning Letter Issued,,Charges not yet available
"LINDO DESPERTAR DELI GROCERY","202 AUDUBON AVENUE","NEW YORK","NY",10033,Yes,Yes,Cigar(s),White Owl,,03/05/2022,04/12/2022,Warning Letter Issued,,Charges not yet available
"PAISANOS GROCERY - DELI AND MEAT","60 MAPLE STREET","YONKERS","NY",10701,Yes,Yes,Cigar(s),White Owl,,03/04/2022,04/12/2022,Warning Letter Issued,,Charges not yet available
"SEASONS EXPRESS","50 DOUGHTY BOULEVARD","LAWRENCE","NY",11559,Yes,Yes,Cigarettes in a package,Newport,Menthol,03/02/2022,04/12/2022,Warning Letter Issued,,Charges not yet available
"WOODLAWN GIFT SHOP","4309 KATONAH AVENUE","BRONX","NY",10470,Yes,Yes,Cigar(s),Black & Mild,,03/04/2022,04/12/2022,Warning Letter Issued,,Charges not yet available
"LANDMARK MINI MART","148 DOUGHTY BOULEVARD","INWOOD","NY",11096,Yes,Yes,Cigar(s),Black & Mild,,03/02/2022,04/12/2022,Warning Letter Issued,,Charges not yet available
"DOLLAR GENERAL 8960","230 HOLDEN STREET","BUFFALO","NY",14214,Yes,Yes,Cigar(s),Swisher,,02/28/2022,04/07/2022,Warning Letter Issued,,Charges not yet available
"E-B-B PITKIN EXPRESS INC DELI GRILL","2484 PITKIN AVENUE","BROOKLYN","NY",11208,Yes,Yes,Single cigarette,N/A,Menthol,02/25/2022,04/07/2022,Warning Letter Issued,,Charges not yet available
"EL BROTHER DELI AND GROCERY","18 MOTT AVENUE","INWOOD","NY",11096,Yes,Yes,Cigarettes in a package,Newport,Menthol,03/02/2022,04/07/2022,Warning Letter Issued,,Charges not yet available
"COASTAL / EXPRESS MART","601 19TH STREET","NIAGARA FALLS","NY",14301,Yes,Yes,Cigar(s),Game,Honey,03/01/2022,04/07/2022,Warning Letter Issued,,Charges not yet available
"SHERIDAN WHOLESALE DISTRIBUTORS INC. / SOBOL'S","255 SHERIDAN BOULEVARD","INWOOD","NY",11096,Yes,Yes,Cigarettes in a package,Newport,Menthol,03/02/2022,04/07/2022,Warning Letter Issued,,Charges not yet available
"EXXON / TIGER MART","105 SHERIDAN BOULEVARD","INWOOD","NY",11096,Yes,Yes,Cigar(s),Black & Mild,,03/02/2022,04/07/2022,Warning Letter Issued,,Charges not yet available
"SUNOCO FOOD MART","20 SHERIDAN BOULEVARD","INWOOD","NY",11096,Yes,Yes,Cigar(s),Black & Mild,,03/02/2022,04/07/2022,Warning Letter Issued,,Charges not yet available
"FOOD PLUS MART","414 EAST AMHERST STREET","BUFFALO","NY",14215,Yes,Yes,Cigar(s),Game,,02/28/2022,04/07/2022,Warning Letter Issued,,Charges not yet available
"SUNOCO","1440 KENSINGTON AVENUE","BUFFALO","NY",14215,Yes,Yes,Cigar(s),Swisher,,02/28/2022,04/07/2022,Warning Letter Issued,,Charges not yet available
"SERIE 23 MINI MARKET INC.","642 ROCKAWAY AVENUE","BROOKLYN","NY",11212,Yes,Yes,Single cigarette,N/A,Menthol,02/25/2022,04/05/2022,Warning Letter Issued,,Charges not yet available
"7-ELEVEN","15 STATION DR","WYANDANCH","NY",11798,Yes,Yes,Cigarettes in a package,Newport,Menthol,02/25/2022,04/05/2022,Warning Letter Issued,,Charges not yet available
"ALA DELI","1872 FULTON STREET","BROOKLYN","NY",11233,Yes,Yes,Cigar(s),Black & Mild,,02/25/2022,04/05/2022,Warning Letter Issued,,Charges not yet available
"ALEX CONVENIENCE STORE","303 MERRITT AVENUE","WYANDANCH","NY",11798,Yes,Yes,Cigar(s),Black & Mild,Apple,02/25/2022,04/05/2022,Warning Letter Issued,,Charges not yet available
"EXPRESS DELI INC.","2481 PITKIN AVENUE","BROOKLYN","NY",11208,Yes,Yes,Cigar(s),Black & Mild,,02/25/2022,04/05/2022,Warning Letter Issued,,Charges not yet available
"GUTIERREZ DELI","416 CONKLIN STREET","FARMINGDALE","NY",11735,Yes,Yes,Cigar(s),Black & Mild,,02/25/2022,04/05/2022,Warning Letter Issued,,Charges not yet available
"WASHINGTON GOURMET DELI","773 WASHINGTON AVENUE","BROOKLYN","NY",11238,Yes,Yes,Cigarettes in a package,Newport,Menthol,02/25/2022,04/05/2022,Warning Letter Issued,,Charges not yet available
"ASZ SMOKE SHOP","6607 BAY PARKWAY","BROOKLYN","NY",11204,Yes,Yes,Cigar(s),Phillies,,02/19/2022,03/31/2022,Warning Letter Issued,,Charges not yet available
"MOBIL MART / BOLLA MARKET","605 BURNSIDE AVENUE","INWOOD","NY",11096,Yes,Yes,Cigarettes in a package,Newport,Menthol,02/23/2022,03/31/2022,Warning Letter Issued,,Charges not yet available
"BP","336 ROCKAWAY TURNPIKE","LAWRENCE","NY",11559,Yes,Yes,ENDS / E-liquid,JUUL,Virginia Tobacco,02/23/2022,03/31/2022,Warning Letter Issued,,Charges not yet available
"CONOCO / QUIK MART","466 ROCKAWAY TURNPIKE","CEDARHURST","NY",11516,Yes,Yes,ENDS / E-liquid,JUUL,Tobacco,02/23/2022,03/31/2022,Warning Letter Issued,,Charges not yet available
"A AND Y FAMILY INC.","1431 ROCK PARKWAY","BROOKLYN","NY",11236,Yes,Yes,Cigar(s),White Owl,,02/20/2022,03/31/2022,Warning Letter Issued,,Charges not yet available
"MINI MART / SUNOCO","1626 STILLWELL AVENUE","BROOKLYN","NY",11223,Yes,Yes,Cigarettes in a package,Newport,Menthol,02/19/2022,03/31/2022,Warning Letter Issued,,Charges not yet available
"DOLLAR GENERAL 15900","244 FOREST AVENUE","BUFFALO","NY",14213,Yes,Yes,Cigar(s),Swisher,Grape,02/19/2022,03/29/2022,Warning Letter Issued,,Charges not yet available
"17 GOURMET DELI AND GRILL","1702 86TH STREET","BROOKLYN","NY",11214,Yes,Yes,Cigar(s),Black & Mild,,02/19/2022,03/29/2022,Warning Letter Issued,,Charges not yet available
"18TH AVE. DELI GROCERY","8501 18TH AVENUE","BROOKLYN","NY",11214,Yes,Yes,Cigar(s),Black & Mild,,02/19/2022,03/29/2022,Warning Letter Issued,,Charges not yet available
"CAMERON'S 24 HOUR STORE","1054 ELMWOOD AVENUE","BUFFALO","NY",14222,Yes,Yes,ENDS / E-liquid,JUUL,Tobacco,02/19/2022,03/29/2022,Warning Letter Issued,,Charges not yet available
"FAMILY DOLLAR 5040","738 EAST DELAVAN AVENUE","BUFFALO","NY",14215,Yes,Yes,Cigar(s),Swisher,,02/21/2022,03/29/2022,Warning Letter Issued,,Charges not yet available
"KINGS 7 DELI AND GROCERY","268 KINGS HIGHWAY","BROOKLYN","NY",11223,Yes,Yes,Cigar(s),Other,,02/19/2022,03/29/2022,Warning Letter Issued,,Charges not yet available
"86TH ST GOURMET DELI & GROCERY","8523 18TH AVENUE","BROOKLYN","NY",11214,Yes,Yes,Cigar(s),Phillies,,02/20/2022,03/29/2022,Warning Letter Issued,,Charges not yet available
"FAMILY DOLLAR 9003","333 AMHERST STREET","BUFFALO","NY",14207,Yes,Yes,Cigar(s),Swisher,,02/19/2022,03/29/2022,Warning Letter Issued,,Charges not yet available
"BEER DELI AND LOTTO","2321 65TH STREET","BROOKLYN","NY",11204,Yes,Yes,Cigarettes in a package,Newport,Menthol,02/19/2022,03/29/2022,Warning Letter Issued,,Charges not yet available
"BP SHOP","1781 BAY RIDGE PARKWAY","BROOKLYN","NY",11204,Yes,Yes,ENDS / E-liquid,Logic,Tobacco,02/19/2022,03/29/2022,Warning Letter Issued,,Charges not yet available
"CANDY GROCERY AND SMOKE SHOP","8520 20TH AVENUE","BROOKLYN","NY",11214,Yes,Yes,Cigar(s),Black & Mild,,02/19/2022,03/29/2022,Warning Letter Issued,,Charges not yet available
"NEW CITY MARKET","1069 EAST FERRY STREET","BUFFALO","NY",14211,Yes,Yes,Cigar(s),Game,Natural Leaf,02/21/2022,03/29/2022,Warning Letter Issued,,Charges not yet available
"T & Y CONVENIENCE STORE INC.","7812 13TH AVE","BROOKLYN","NY",11228,Yes,Yes,Cigarettes in a package,Newport,Menthol,02/19/2022,03/29/2022,Warning Letter Issued,,Charges not yet available
"GREEN FARMS CONVENIENT MART","351 POTOMAC AVENUE","BUFFALO","NY",14213,Yes,Yes,Cigar(s),Swisher,,02/19/2022,03/29/2022,Warning Letter Issued,,Charges not yet available
