field_1,retailer_name,minor_involved,sale_to_minor,product_type,brand,flavor,inspection_date,decision_date,inspection_result,link,charges,address,lon,lat,newdate
"1449",DEYSIS MINI MARKET & DELI,Yes,true,Cigarettes in a package,Marlboro,NA,06/02/2015,07/02/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","5129 103RD ST, CORONA, NY, 11368",,,2015/07/02
"1451",DELI MINI MARKET,Yes,true,Cigarettes in a package,Marlboro,NA,05/30/2015,07/02/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","41-18 JUNCTION BOULEVARD, CORONA, NY, 11368",,,2015/07/02
"1453",STADIUM GAS,Yes,true,Cigarettes in a package,Camel,NA,06/01/2015,07/02/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","11244 ROOSEVELT AVENUE, CORONA, NY, 11368",,,2015/07/02
"1457","JUNCTION MART, INC",Yes,true,Cigarettes in a package,Marlboro,NA,05/30/2015,07/02/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","40-22 JUNCTION BOULEVARD, CORONA, NY, 11368",,,2015/07/02
"1458",JUNCTION MART,Yes,true,Cigarettes in a package,N/A,NA,05/27/2015,07/02/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","4022 JUNCTION BOULEVARD, QUEENS, NY, 11368",,,2015/07/02
"207",BANDERAS FOOD CORP,Yes,true,Cigar(s),Other,NA,12/23/2021,02/01/2022,Warning Letter Issued,NA,Charges not yet available,"388 CENTRAL AVE, BROOKLYN, NY, 11221",,,2022/02/01
"249",793 WYCKOFF DELI CORP.,Yes,true,Cigar(s),Other,NA,11/28/2021,01/04/2022,Warning Letter Issued,NA,Charges not yet available,"793 WYCKOFF AVE, RIDGEWOOD, NY, 11385",,,2022/01/04
"251",WYCKOFF DELI,Yes,true,Cigar(s),Other,NA,11/28/2021,01/04/2022,Warning Letter Issued,NA,Charges not yet available,"1034 WYCKOFF AVE, RIDGEWOOD, NY, 11385",,,2022/01/04
"253",894 DELI AND GRILL,Yes,true,Cigar(s),Other,Honey Bourbon,11/19/2021,12/30/2021,Warning Letter Issued,NA,"1140.14(b)(2)(i)-Failure to verify age; Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21","894 DELI AND GRILL, BROOKLYN, NY, 11206",,,2021/12/30
"256",HIGH CLASS DELI,Yes,true,Cigar(s),Other,Sweet Aromatic,11/19/2021,12/30/2021,Warning Letter Issued,NA,"1140.14(b)(2)(i)-Failure to verify age; Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21","1173 BROADWAY, BROOKLYN, NY, 11221",,,2021/12/30
"313",FOUR SEASONS GRILL DELI CORP.,Yes,true,ENDS / E-liquid,Other,Raspberry Watermelon,08/10/2021,11/23/2021,Warning Letter Issued,NA,Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21,"98 WYCKOFF AVE, BROOKLYN, NY, 11237",,,2021/11/23
"369",CLASSIC DELI AND GRILL,Yes,true,Cigar(s),Other,Honey Berry,07/14/2021,08/24/2021,Warning Letter Issued,NA,Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21,"686 SENECA AVENUE, RIDGEWOOD, NY, 11385",,,2021/08/24
"378",SUNOCO,Yes,true,ENDS / E-liquid,JUUL,Tobacco,07/09/2021,08/10/2021,Warning Letter Issued,NA,Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21,"32 HIGHLAND BOULEVARD, BROOKLYN, NY, 11207",,,2021/08/10
"385",STAY FRESH GRILL AND DELI,Yes,true,ENDS / E-liquid,JUUL,Menthol,06/24/2021,07/20/2021,Warning Letter Issued,NA,Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21,"889 BROADWAY, BROOKLYN, NY, 11206",,,2021/07/20
"386",E AND Z DELI GROCERY,Yes,true,Cigar(s),Other,Honey Berry,06/24/2021,07/20/2021,Warning Letter Issued,NA,Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21,"735 KNICKERBOCKER AVENUE, BROOKLYN, NY, 11221",,,2021/07/20
"387",66 MINI MARKET CORP,Yes,true,Cigar(s),Other,Tobacco,06/24/2021,07/13/2021,Warning Letter Issued,NA,Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21,"66 WYCKOFF AVE, BROOKLYN, NY, 11237",,,2021/07/13
"388",AMA VAPES AND TABACCO,Yes,true,ENDS / E-liquid,Other,Iced Blueberry,06/24/2021,07/13/2021,Warning Letter Issued,NA,Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21,"249 IRVING AVENUE, BROOKLYN, NY, 11237",,,2021/07/13
"396",SUPER SHOP DELI AND GRILL,Yes,true,Cigar(s),Other,NA,06/24/2021,07/13/2021,Warning Letter Issued,NA,Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21,"1184 BROADWAY, BROOKLYN, NY, 11221",,,2021/07/13
"397",GREEN DELI MART,Yes,true,Cigar(s),Other,Hype Summer Love,06/24/2021,07/13/2021,Warning Letter Issued,NA,Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21,"33 PATCHEN AVE, BROOKLYN, NY, 11221",,,2021/07/13
"399",BROADWAY MINI MARKET,Yes,true,Cigar(s),Other,NA,06/24/2021,07/08/2021,Warning Letter Issued,NA,Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21,"1254 BROADWAY, BROOKLYN, NY, 11221",,,2021/07/08
"407",PRESTIGE GOURMET DELI,Yes,true,Cigar(s),Other,NA,See Complaint,06/05/2020,Civil Money Penalty,"=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2020-H-1493"")",See Complaint,"362 MARCUS GARVEY BOULEVARD, BROOKLYN, NY, 11221",,,2020/06/05
"440",JESSICA DELI GROCERY,Yes,true,Cigar(s),Other,NA,12/04/2019,01/02/2020,Warning Letter Issued,NA,1140.14(b)(1)-Sale to a Minor,"418 JEFFERSON AVENUE, BROOKLYN, NY, 11221",,,2020/01/02
"442",JEFFERSON DELI GROCERY,Yes,true,Cigar(s),Other,NA,12/04/2019,01/02/2020,Warning Letter Issued,NA,1140.14(b)(1)-Sale to a Minor,"567 JEFFERSON AVENUE, BROOKLYN, NY, 11221",,,2020/01/02
"443",PRESTIGE GOURMET DELI,Yes,true,Cigar(s),Other,NA,12/04/2019,01/02/2020,Warning Letter Issued,NA,1140.14(b)(1)-Sale to a Minor,"362 MARCUS GARVEY BOULEVARD, BROOKLYN, NY, 11221",,,2020/01/02
"488",STAR DELI & GRILL,Yes,true,Cigar(s),Other,NA,08/10/2019,09/05/2019,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","943 BROADWAY, BROOKLYN, NY, 11206",,,2019/09/05
"635",ALI' STOP AND BUY GROCERY,Yes,true,Cigar(s),Black & Mild,NA,06/05/2018,08/09/2018,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","247 RALPH AVENUE B, BROOKLYN, NY, 11233",,,2018/08/09
"646",ANGI'S GROCERY STORE,Yes,true,Cigar(s),Black & Mild,NA,06/05/2018,07/26/2018,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","243 RALPH AVE, BROOKLYN, NY, 11233",,,2018/07/26
"660",ESPECIAL DELI GROCERY,Yes,true,Cigar(s),Other,NA,05/20/2018,07/12/2018,Warning Letter Issued,NA,1140.14(b)(1)-Sale to a Minor,"661 EVERGREEN AVENUE, BROOKLYN, NY, 11207",,,2018/07/12
"815",BROADWAY MINI-MARKET DELI-GROCERY,Yes,true,Cigar(s),Other,NA,See Complaint,08/18/2017,Civil Money Penalty,"=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2017-H-4998"")",See Complaint,"1254 BROADWAY, BROOKLYN, NY, 11221",,,2017/08/18
"1155",BROADWAY GROCERY MINI-MARKET DELI-GROCERY,Yes,true,Cigarettes in a package,Newport,NA,10/17/2015,11/24/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","1254 BROADWAY, BROOKLYN, NY, 11221",,,2015/11/24
"1198",LA FAMOSA H&G GROCERY CORP.,Yes,true,Cigarettes in a package,Newport,NA,10/17/2015,10/29/2015,Warning Letter Issued,NA,1140.14(a)-Sale to a minor,"1064 BROADWAY, BROOKLYN, NY, 11221",,,2015/10/29
"1200",EBC DELI & GROCERY,Yes,true,Cigarettes in a package,Newport,NA,10/17/2015,10/29/2015,Warning Letter Issued,NA,1140.14(a)-Sale to a minor,"1117 BROADWAY, BROOKLYN, NY, 11221",,,2015/10/29
"35",OXYGEN HOOKAH AND SMOKE,Yes,true,Cigar(s),Other,NA,See Complaint,06/07/2022,Civil Money Penalty,"=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2022-H-0834"")",See Complaint,"81 EAST BURNSIDE AVENUE, BRONX, NY, 10453",,,2022/06/07
"60",TREMONT EXPRESS DELI GROCERY,Yes,true,Cigar(s),Black & Mild,NA,03/27/2022,05/12/2022,Warning Letter Issued,NA,Charges not yet available,"267 EAST TREMONT AVENUE, BRONX, NY, 10457",,,2022/05/12
"61",DELI AND GRILL / TREMONT 5 STAR GOURMET CORP,Yes,true,Cigar(s),Other,NA,03/27/2022,05/10/2022,Warning Letter Issued,NA,Charges not yet available,"303 EAST TREMONT AVENUE, BRONX, NY, 10457",,,2022/05/10
"63",LINA'S GROCERY DELI CORP.,Yes,true,Cigar(s),Black & Mild,NA,03/27/2022,05/10/2022,Warning Letter Issued,NA,Charges not yet available,"1785 MONROE AVENUE, BRONX, NY, 10457",,,2022/05/10
"150",DOMINGO COFFEE & GRILL CORP,Yes,true,Cigar(s),Other,Sweet Aromatic,02/05/2022,03/10/2022,Warning Letter Issued,NA,Charges not yet available,"1769 DR. MARTIN L. KING JR. BOULEVARD, BRONX, NY, 10453",,,2022/03/10
"156",BX CAMPUS DELI,Yes,true,Single cigarette,N/A,Menthol,01/14/2022,03/08/2022,Warning Letter Issued,NA,Charges not yet available,"88 WEST 181ST STREET, BRONX, NY, 10453",,,2022/03/08
"161",HOT TIMES GROCERIES,Yes,true,Cigar(s),Other,NA,01/14/2022,03/08/2022,Warning Letter Issued,NA,Charges not yet available,"4 W 183RD ST, BRONX, NY, 10453",,,2022/03/08
"166",GRAND EXPRESS DELI GROCERY,Yes,true,Cigar(s),Other,Honey Bourbon,01/14/2022,03/01/2022,Warning Letter Issued,NA,Charges not yet available,"49 WEST 181ST STREET, BRONX, NY, 10453",,,2022/03/01
"186",SAM CANDY AND CONVENIENCE,Yes,true,Cigar(s),Other,Honey Bourbon,01/11/2022,02/15/2022,Warning Letter Issued,NA,Charges not yet available,"180 EAST 174TH STREET, BRONX, NY, 10457",,,2022/02/15
"370",OXYGEN HOOKAH AND SMOKE,Yes,true,ENDS / E-liquid,Other,Banana Ice Cream,07/13/2021,08/24/2021,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","81 EAST BURNSIDE AVENUE, BRONX, NY, 10453",,,2021/08/24
"503",HOT TIMES GROCERIES CORP.,Yes,true,Cigar(s),Black & Mild,NA,06/19/2019,07/18/2019,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","4 WEST 183RD STREET, BRONX, NY, 10453",,,2019/07/18
"534",SAM CANDY AND CONVENIENCE,Yes,true,Cigar(s),Other,NA,03/14/2019,05/16/2019,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","180 EAST 174TH STREET, BRONX, NY, 10457",,,2019/05/16
"544",2 EAST 181 24 HOUR DELI,Yes,true,Cigar(s),Black & Mild,NA,01/27/2019,04/04/2019,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","2 EAST 181ST STREET, BRONX, NY, 10453",,,2019/04/04
"546",BX CAMPUS DELI,Yes,true,Cigar(s),Black & Mild,NA,01/27/2019,04/04/2019,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","88 WEST 181ST STREET, BRONX, NY, 10453",,,2019/04/04
"548",GRAND EXPRESS DELI GROCERY,Yes,true,Cigar(s),Black & Mild,NA,01/27/2019,04/04/2019,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","49 WEST 181ST STREET, BRONX, NY, 10453",,,2019/04/04
"561",BURNSIDE AVE FOOD CENTER,Yes,true,Cigar(s),Other,NA,12/20/2018,03/07/2019,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","111 EAST BURNSIDE AVENUE, BRONX, NY, 10453",,,2019/03/07
"566",ILIANA DELI GROCERY,Yes,true,Cigar(s),Other,NA,See Complaint,02/26/2019,Civil Money Penalty,"=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2019-H-0900"")",See Complaint,"25 EAST 176TH STREET, BRONX, NY, 10453",,,2019/02/26
"567",171 WEST DELI,Yes,true,Cigar(s),Other,NA,12/06/2018,02/21/2019,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","171 WEST BURNSIDE AVENUE, BRONX, NY, 10453",,,2019/02/21
"568",NEW ANDREWS DELI GROCERY.,Yes,true,Cigar(s),Other,NA,12/06/2018,02/21/2019,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","1899 ANDREWS AVENUE, BRONX, NY, 10453",,,2019/02/21
"576",MORRIS GROCERY CORP.,Yes,true,Cigar(s),Other,NA,11/25/2018,02/07/2019,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","124 EAST 176TH STREET, BRONX, NY, 10453",,,2019/02/07
"580",DELI & GRILL / TREMONT 5 STAR GOURMET,Yes,true,Cigar(s),Other,NA,11/14/2018,01/31/2019,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","303 EAST TREMONT AVENUE, BRONX, NY, 10457",,,2019/01/31
"616",ILIANA DELI GROCERY,Yes,true,Cigar(s),Other,NA,08/31/2018,10/18/2018,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","25 E 176TH ST, BRONX, NY, 10453",,,2018/10/18
"622",TOBACCO,Yes,true,Cigar(s),Black & Mild,NA,See Complaint,09/27/2018,Civil Money Penalty,"=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2018-H-3651"")",See Complaint,"3A EAST BURNSIDE AVENUE, BRONX, NY, 10453",,,2018/09/27
"766",69 DELI,Yes,true,Cigar(s),Black & Mild,NA,09/16/2017,09/28/2017,Warning Letter Issued,NA,1140.14(b)(1)-Sale to a Minor,"69 FEATHERBED LANE, BRONX, NY, 10452",,,2017/09/28
"896",MIKE DELI GROCERY,Yes,true,Cigarettes in a package,Newport,NA,See Complaint,06/07/2017,Civil Money Penalty,"=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2017-H-3185"")",See Complaint,"202 WEST FORDHAM ROAD, BRONX, NY, 10468",,,2017/06/07
"913",LF FOOD MARKET,Yes,true,Cigar(s),Black & Mild,NA,05/10/2017,05/25/2017,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","190 WEST TREMONT AVENUE, BRONX, NY, 10453",,,2017/05/25
"915",LOS CORBATICAS #2 DELI GROCERY,Yes,true,Cigar(s),White Owl,NA,04/23/2017,05/18/2017,Warning Letter Issued,NA,1140.14(b)(1)-Sale to a Minor,"1689 DR. MARTIN L KING JR. BOULEVARD, BRONX, NY, 10453",,,2017/05/18
"974",1029 FOOD PLAZA,Yes,true,Cigar(s),Black & Mild,NA,03/24/2017,04/06/2017,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","122 EAST 181ST STREET, BRONX, NY, 10453",,,2017/04/06
"980",SABOR CRIOLLO GROCERY,Yes,true,Cigar(s),Black & Mild,NA,03/24/2017,04/06/2017,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","1841 GRAND CONCOURSE, BRONX, NY, 10453",,,2017/04/06
"1021",PAN DELI GROCERY,Yes,true,Cigar(s),Black & Mild,NA,02/23/2017,03/09/2017,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","1893 ANDREWS AVENUE, BRONX, NY, 10453",,,2017/03/09
"1090",SIDE LINE GOURMET,Yes,true,Cigarettes in a package,Newport,NA,Not yet available,07/27/2016,Civil Money Penalty not available,NA,Not yet available,"255 EAST TREMONT AVENUE, BRONX, NY, 10457",,,2016/07/27
"1103",GRAND EXPRESS DELI GROCERY,Yes,true,Cigarettes in a package,Newport,NA,06/23/2016,06/30/2016,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","49 WEST 181ST STREET, BRONX, NY, 10453",,,2016/06/30
"1105",TOBACCO,Yes,true,Cigarettes in a package,Newport,NA,06/13/2016,06/23/2016,Warning Letter Issued,NA,1140.14(a)-Sale to a minor,"3A EAST BURNSIDE AVENUE, BRONX, NY, 10453",,,2016/06/23
"1152",AMEER FOOD GROCERY,Yes,true,Cigarettes in a package,Newport,NA,11/15/2015,12/03/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","1964 GRAND CONCOURSE, BRONX, NY, 10457",,,2015/12/03
"1175",JEYTEN FOOD CENTER,Yes,true,Cigarettes in a package,Newport,NA,10/30/2015,11/12/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","211 EAST TREMONT AVENUE, BRONX, NY, 10457",,,2015/11/12
"1203",SIDE LINE GOURMET,Yes,true,Cigarettes in a package,Newport,NA,10/17/2015,10/29/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","255 EAST TREMONT AVENUE, BRONX, NY, 10457",,,2015/10/29
"1220",FORDHAM CONVIENCE & GROCERY STORE,Yes,true,Cigarettes in a package,Newport,NA,09/27/2015,10/08/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age","38 W FORDHAM RD, BRONX, NY, 10468",,,2015/10/08
"1235",MIKE DELI GROCERY,Yes,true,Single cigarette,N/A,NA,09/19/2015,10/01/2015,Warning Letter Issued,NA,"1140.14(a)-Sale to a minor; 1140.14(b)(1)-Failure to verify age; 1140.14(d)-Open packages of cigarettes intended for the sale of individual cigarettes","202 WEST FORDHAM ROAD, BRONX, NY, 10468",,,2015/10/01
"59",GROCERY AND DELI II,Yes,true,Cigar(s),Other,Honey Bourbon,See Complaint,05/18/2022,Civil Money Penalty,"=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2022-H-0818"")",See Complaint,"350 EAST 204TH STREET, BRONX, NY, 10467",,,2022/05/18
"65",HOME AND ALL GOODS,Yes,true,Cigar(s),Other,NA,01/14/2022,05/05/2022,Warning Letter Issued,NA,Charges not yet available,"384 BEDFORD PARK BOULEVARD, BRONX, NY, 10458",,,2022/05/05
"71",NEW PRINCE GROCERY AND CANDY STORE CORP.,Yes,true,Cigar(s),Other,Tobacco,See Complaint,04/29/2022,Civil Money Penalty,"=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2022-H-0702"")",See Complaint,"131 WEST KINGSBRIDGE ROAD, BRONX, NY, 10468",,,2022/04/29
"132",241 GROCERY,Yes,true,Cigar(s),Other,NA,01/14/2022,03/22/2022,Warning Letter Issued,NA,Charges not yet available,"241 BEDFORD PARK BOULEVARD, BRONX, NY, 10458",,,2022/03/22
"134",263 DELI CORP.,Yes,true,Cigar(s),Other,NA,01/14/2022,03/17/2022,Warning Letter Issued,NA,Charges not yet available,"263 WEST KINGSBRIDGE ROAD, BRONX, NY, 10463",,,2022/03/17
"147",BAINBRIDGE DELI AND GRILL,Yes,true,Cigar(s),Other,Sweet Aromatic,02/05/2022,03/10/2022,Warning Letter Issued,NA,Charges not yet available,"3161 BAINBRIDGE AVENUE, BRONX, NY, 10467",,,2022/03/10
"148",BAINBRIDGE MART CORP. / SMOKE SHOP AND MORE,Yes,true,Cigar(s),Other,Honey Berry,02/05/2022,03/10/2022,Warning Letter Issued,NA,Charges not yet available,"3200 BAINBRIDGE AVENUE, BRONX, NY, 10467",,,2022/03/10
"180",FOOD MART,Yes,true,Cigar(s),Other,Honey Bourbon,01/14/2022,02/17/2022,Warning Letter Issued,NA,Charges not yet available,"237 WEST 238TH STREET, BRONX, NY, 10463",,,2022/02/17
"270",RIVERDALE VAPE AND CANDY,Yes,true,ENDS / E-liquid,Other,Watermelon Ice,11/13/2021,12/23/2021,Warning Letter Issued,NA,"1140.14(b)(2)(i)-Failure to verify age; Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21","215 WEST 231ST STREET, BRONX, NY, 10463",,,2021/12/23
"271",DOLOMA CONVENIENCE STORE INC.,Yes,true,Cigarettes in a package,Newport,Menthol,11/13/2021,12/23/2021,Warning Letter Issued,NA,"1140.14(a)(2)(i)-Failure to verify age; Sec. 906(d)(5) (21 U.S.C. 387f)-Sale of tobacco product to person under 21","5565 BROADWAY, BRONX, NY, 10463",,,2021/12/23
"273",QUICK STOP DELI GROCERY,Yes,true,Cigar(s),Other,NA,11/13/2021,12/23/2021,Warning Letter Issued,NA,Charges not yet available,"141 W 231ST ST, BRONX, NY, 10463",,,2021/12/23
"368",241 GROCERY,Yes,true,Cigar(s),Other,NA,07/13/2021,08/24/2021,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","241 BEDFORD PARK BLV, BRONX, NY, 10458",,,2021/08/24
"372",AYHAM STOP AND GO / GROCERY SHOP,Yes,true,Cigar(s),Other,Honey Bourbon,07/13/2021,08/19/2021,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","384 BEDFORD PARK BOULEVARD, BRONX, NY, 10458",,,2021/08/19
"373",DOUBLE A SUPER DELI INC,Yes,true,ENDS / E-liquid,Other,Energy Drinks,07/13/2021,08/19/2021,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","350 EAST 204TH STREET, BRONX, NY, 10467",,,2021/08/19
"417",85 CONVENIENCE,Yes,true,Cigar(s),Other,NA,See Complaint,02/28/2020,Civil Money Penalty,"=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2020-H-0958"")",See Complaint,"85 WEST FORDHAM ROAD, BRONX, NY, 10468",,,2020/02/28
"465",PRINCE GROCERY,Yes,true,Cigar(s),Black & Mild,NA,See Complaint,11/20/2019,Civil Money Penalty,"=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2019-H-5371"")",See Complaint,"131 WEST KINGSBRIDGE ROAD, BRONX, NY, 10468",,,2019/11/20
"466",NAGI DELI / 99 ESQUINA DELI AND GROCERY,Yes,true,Cigar(s),Black & Mild,NA,See Complaint,11/18/2019,Civil Money Penalty,"=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2019-H-5381"")",See Complaint,"99 EAST 198TH STREET, BRONX, NY, 10468",,,2019/11/18
"473",73 H AND N GROCERY,Yes,true,Cigar(s),Black & Mild,NA,See Complaint,10/28/2019,Civil Money Penalty,"=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2019-H-4931"")",See Complaint,"73 EAST KINGSBRIDGE ROAD, BRONX, NY, 10468",,,2019/10/28
"513",99 DELI AND GROCERY / D NY DELI GROCERY,Yes,true,Single cigarette,N/A,NA,04/30/2019,06/13/2019,Warning Letter Issued,NA,"1140.14(a)(1)-Sale to a minor; 1140.14(a)(2)(i)-Failure to verify age","99 EAST 198TH STREET, BRONX, NY, 10468",,,2019/06/13
"514",TE AMO DELI GROCERY,Yes,true,Cigar(s),Other,NA,05/02/2019,06/13/2019,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","203 EAST 198TH STREET, BRONX, NY, 10458",,,2019/06/13
"518",85 CONVENIENCE,Yes,true,Cigar(s),Black & Mild,NA,04/27/2019,06/06/2019,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","85 WEST FORDHAM ROAD, BRONX, NY, 10468",,,2019/06/06
"525",PRINCE GROCERY,Yes,true,Cigar(s),Black & Mild,NA,See Complaint,06/06/2019,Civil Money Penalty,"=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2019-H-2694"")",See Complaint,"131 WEST KINGSBRIDGE ROAD, BRONX, NY, 10468",,,2019/06/06
"526",BEDFORD PARK GOURMET DELI,Yes,true,Cigar(s),Other,NA,04/18/2019,05/30/2019,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","379 BEDFORD PARK BOULEVARD, BRONX, NY, 10458",,,2019/05/30
"533",263 DELI,Yes,true,Cigar(s),Black & Mild,NA,See Complaint,05/21/2019,Civil Money Penalty,"=HYPERLINK(""https://www.regulations.gov/docket?D=FDA-2019-H-2409"")",See Complaint,"263 WEST KINGSBRIDGE ROAD, BRONX, NY, 10463",,,2019/05/21
"550",JASPER'S DELI,Yes,true,Cigar(s),Game,NA,12/17/2018,04/04/2019,Warning Letter Issued,NA,1140.14(a)(4)-Open packages of cigarettes intended for the sale of individual cigarettes,"434 WEST 238TH STREET, BRONX, NY, 10463",,,2019/04/04
"558",KINGS FINEST DELI INC.,Yes,true,Cigar(s),Other,NA,12/29/2018,03/14/2019,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","25 EAST GUN HILL ROAD, BRONX, NY, 10467",,,2019/03/14
"559",IZZY GROCERY INC..,Yes,true,Cigar(s),Other,NA,12/29/2018,03/14/2019,Warning Letter Issued,NA,"1140.14(b)(1)-Sale to a Minor; 1140.14(b)(2)(i)-Failure to verify age","291 E GUN HILL RD, BRONX, NY, 10467",,,2019/03/14
